node_id,category,color,pagerank,Influence_PageRank,Interdisciplinarity_Entropy
finite-element-method-femfea,Method,#984ea3,0.0025996383025114417,0.0025996383025114417,2.4333018084959916
polymma-co-nba-copolymers,Material,#377eb8,0.002597019917772869,0.002597019917772869,2.433819123586047
fe3o4-nanoparticles,Material,#377eb8,0.00259490981132059,0.00259490981132059,2.434815137859464
thermal-stimuli-control,Method,#984ea3,0.00254252736466513,0.00254252736466513,2.435002772726173
mechanical-input-control,Method,#984ea3,0.002525992532553668,0.002525992532553668,2.435002772726173
other-nanoparticles,Material,#377eb8,0.002505093623035063,0.002505093623035063,2.4342626903043425
emulsion-droplets,Material,#377eb8,0.0024936808428007305,0.0024936808428007305,2.4327392887919066
damage-self-reporting,Phenomenon,#ff7f00,0.0023300506539427916,0.0023300506539427916,2.434815137859464
chemical-stimuli-control,Method,#984ea3,0.002315656279852562,0.002315656279852562,2.4357337879177345
cellular-tissue-plasticity,Mechanism,#4daf4a,0.002277858182878944,0.002277858182878944,2.4297572995406975
feedback-control-loops,Method,#984ea3,0.0022777241738637277,0.0022777241738637277,2.433636740846303
unconventional--physical-computing,Application,#e41a1c,0.002277471240249917,0.002277471240249917,2.4297572995406975
microfluidics,Method,#984ea3,0.002255143948263154,0.002255143948263154,2.43986014259979
3d-printing-additive-manufacturing,Method,#984ea3,0.0022528044902637274,0.0022528044902637274,2.434815137859464
langevin-dynamics,Method,#984ea3,0.0021457007556851438,0.0021457007556851438,2.4370098544182337
thermodynamic-uncertainty-relations-results,Phenomenon,#ff7f00,0.0021457007556851438,0.0021457007556851438,2.4206928677752106
developmental-plasticity,Mechanism,#4daf4a,0.0020448270641705638,0.0020448270641705638,2.4297572995406975
catalytic-particles,Material,#377eb8,0.002043516430133007,0.002043516430133007,2.4327392887919066
silicon-si-and-porous-silicon-psi,Material,#377eb8,0.0020415233714744267,0.0020415233714744267,2.4363685020275305
ionic-liquids,Material,#377eb8,0.001982655682946826,0.001982655682946826,2.4403258537666197
misc-polymers,Material,#377eb8,0.001982655682946826,0.001982655682946826,2.4403258537666197
supervised-learning-algorithms,Mechanism,#4daf4a,0.0019408908413609525,0.0019408908413609525,2.438371743201096
irreversible-state-change-memory,Mechanism,#4daf4a,0.0019403211997292896,0.0019403211997292896,2.429724190623315
collective-rotation--milling,Phenomenon,#ff7f00,0.0019339335574147772,0.0019339335574147772,2.43986014259979
algorithmically-generated-patterns,Phenomenon,#ff7f00,0.0019297210810351449,0.0019297210810351449,2.4403258537666197
memory-storage--retrieval,Phenomenon,#ff7f00,0.0019241765065575733,0.0019241765065575733,2.4357337879177345
biological-manipulation,Method,#984ea3,0.0019188653326604288,0.0019188653326604288,2.435002772726173
chemical-fuel,Material,#377eb8,0.0019009401951600334,0.0019009401951600334,2.4403258537666197
surface-topography-patterning,Phenomenon,#ff7f00,0.0018891630525399677,0.0018891630525399677,2.429221250239274
ness-selection--dissipative-adaptation,Mechanism,#4daf4a,0.0018608331583027304,0.0018608331583027304,2.4297572995406975
colloidal-synthesis-assembly,Method,#984ea3,0.0018585199064275258,0.0018585199064275258,2.434815137859464
discrete-nanostructure-formation,Phenomenon,#ff7f00,0.0018427634042607194,0.0018427634042607194,2.4317124087467765
periodic-pattern-formation,Phenomenon,#ff7f00,0.001831364004454788,0.001831364004454788,2.4335727027191068
particle-cell-tracking-analysis,Method,#984ea3,0.0017739453277819334,0.0017739453277819334,2.4363685020275305
colloidal-particles,Material,#377eb8,0.0017687293043119113,0.0017687293043119113,2.4303345131847722
self-assembly-and-pattern-formation,Phenomenon,#ff7f00,0.0017634461480873797,0.0017634461480873797,2.4403258537666197
unusual-mechanical-properties,Phenomenon,#ff7f00,0.0016777036848228191,0.0016777036848228191,2.4343132604530324
ion-exchange-polymer-nafion,Material,#377eb8,0.001661735418257389,0.001661735418257389,2.4297572995406975
thermomechanical-programming,Method,#984ea3,0.0016479428431295036,0.0016479428431295036,2.429221250239274
aqueous-electrolytes,Material,#377eb8,0.0016409446213617226,0.0016409446213617226,2.4403258537666197
plasmonics-metamaterials,Material,#377eb8,0.0016358067854451573,0.0016358067854451573,2.4522011772197643
reconfigurable-systems--modular-robotics,Application,#e41a1c,0.0016194196078396558,0.0016194196078396558,2.4297572995406975
magnetic-field-theory,Theory,#a65628,0.0015752454551881618,0.0015752454551881618,2.429221250239274
dna-directed-assembly,Method,#984ea3,0.0015746059717531356,0.0015746059717531356,2.434815137859464
topology-optimization,Method,#984ea3,0.0015613003721483146,0.0015613003721483146,2.434815137859464
metals,Material,#377eb8,0.0015322629535742085,0.0015322629535742085,2.452476335732343
unsupervised-correlation-learning-algorithms,Mechanism,#4daf4a,0.0015171943480094601,0.0015171943480094601,2.4297572995406975
short-term-memory,Phenomenon,#ff7f00,0.001506967283241649,0.001506967283241649,2.4403258537666197
topological-defect-memory,Mechanism,#4daf4a,0.001502643644639121,0.001502643644639121,2.429724190623315
sensing-general,Application,#e41a1c,0.0015002415029716507,0.0015002415029716507,2.4403258537666197
nanotechnology--micro-assembly,Application,#e41a1c,0.0014600632824106337,0.0014600632824106337,2.4297572995406975
capillarity-assisted-particle-assembly,Method,#984ea3,0.0014451253135838692,0.0014451253135838692,2.429221250239274
enhanced-physical-properties,Phenomenon,#ff7f00,0.0013943359155627808,0.0013943359155627808,2.429221250239274
chemical-pathway-network-modeling,Method,#984ea3,0.001346917596274734,0.001346917596274734,2.434815137859464
control-theory,Theory,#a65628,0.0013299576796498276,0.0013299576796498276,2.4206928677752106
evaporation-driven-assembly,Method,#984ea3,0.001306699031563024,0.001306699031563024,2.429221250239274
velocity-fields,Phenomenon,#ff7f00,0.0012667375435549619,0.0012667375435549619,2.4206928677752106
gel-electrophoresis,Method,#984ea3,0.0012655453544159682,0.0012655453544159682,2.4343132604530324
photodetection-qe,Phenomenon,#ff7f00,0.001240700967189138,0.001240700967189138,2.4403258537666197
conductive-filler-composites,Material,#377eb8,0.001240700967189138,0.001240700967189138,2.4403258537666197
backpropagation-and-training,Method,#984ea3,0.001234661401216446,0.001234661401216446,2.4403258537666197
block-copolymers,Material,#377eb8,0.0012270230309758526,0.0012270230309758526,2.438371743201096
oxides,Material,#377eb8,0.0012251474091668655,0.0012251474091668655,2.4206928677752106
bioelectricity,Phenomenon,#ff7f00,0.001221854119775529,0.001221854119775529,2.4403258537666197
dynamic-light-scattering,Method,#984ea3,0.0011983738564146495,0.0011983738564146495,2.429221250239274
evolutionary-algorithms,Mechanism,#4daf4a,0.0011908318682918298,0.0011908318682918298,2.4443661175238662
reinforcement-learning-algorithms,Mechanism,#4daf4a,0.0011908318682918298,0.0011908318682918298,2.4206928677752106
reinforcement-learning,Method,#984ea3,0.0011908318682918298,0.0011908318682918298,2.4403258537666197
active-matter-fluids,Material,#377eb8,0.0011777572688734706,0.0011777572688734706,2.4317124087467765
btf-interface,Material,#377eb8,0.001146966019563036,0.001146966019563036,2.413252750214185
soft-lithography,Method,#984ea3,0.0011340608144049583,0.0011340608144049583,2.429221250239274
acoustic-response,Phenomenon,#ff7f00,0.001109313473314799,0.001109313473314799,2.4403258537666197
wave-propagation-media,Material,#377eb8,0.0011038114817686312,0.0011038114817686312,2.4403258537666197
reservoir-computing-dynamics,Phenomenon,#ff7f00,0.0011038114817686312,0.0011038114817686312,2.4403258537666197
drop-casting,Method,#984ea3,0.001096540204075186,0.001096540204075186,2.429221250239274
habituation--sensory-adaptation,Phenomenon,#ff7f00,0.001096540204075186,0.001096540204075186,2.429221250239274
flexible-electronics,Application,#e41a1c,0.0010941430876161855,0.0010941430876161855,2.429221250239274
physical-structural-memory-mechanisms,Mechanism,#4daf4a,0.0010936232455315842,0.0010936232455315842,2.4297572995406975
data-storage,Application,#e41a1c,0.0010936232455315842,0.0010936232455315842,2.4297572995406975
molecular-force-fields,Material,#377eb8,0.0010382419085045427,0.0010382419085045427,2.4206928677752106
immune-system-adaptation,Mechanism,#4daf4a,0.0010382419085045427,0.0010382419085045427,2.4297572995406975
lipid-bilayers,Material,#377eb8,0.001032605441442206,0.001032605441442206,2.4327392887919066
artificial-cells--protocells,Application,#e41a1c,0.0010075991271634634,0.0010075991271634634,2.429724190623315
acoustic-transduction,Mechanism,#4daf4a,0.0009990302552405092,0.0009990302552405092,2.4297572995406975
dna-synthesis-functionalization,Method,#984ea3,0.0009861305066996024,0.0009861305066996024,2.429221250239274
bioelectronics,Application,#e41a1c,0.0009729063243819811,0.0009729063243819811,2.429221250239274
organic-solvents,Material,#377eb8,0.0009624032265895481,0.0009624032265895481,2.4206928677752106
quantum-dots,Material,#377eb8,0.0009480419112255035,0.0009480419112255035,2.4206928677752106
microtubules,Material,#377eb8,0.0009154736173818477,0.0009154736173818477,2.4297572995406975
granular-media,Material,#377eb8,0.000910036970445403,0.000910036970445403,2.4206928677752106
self-amputation,Phenomenon,#ff7f00,0.0008797075651976094,0.0008797075651976094,2.429221250239274
interfusion,Phenomenon,#ff7f00,0.0008797075651976094,0.0008797075651976094,2.429221250239274
nematic-lcs,Material,#377eb8,0.0008787265013066126,0.0008787265013066126,2.4206928677752106
etching,Method,#984ea3,0.0008775673431721885,0.0008775673431721885,2.429221250239274
immunological-memory,Phenomenon,#ff7f00,0.0008318068419032681,0.0008318068419032681,2.4403258537666197
molecular-dynamics-md,Method,#984ea3,0.0008318068419032681,0.0008318068419032681,2.429221250239274
dissipative-particle-dynamics-dpd,Method,#984ea3,0.0008318068419032681,0.0008318068419032681,2.429221250239274
biomimetic-compartments,Phenomenon,#ff7f00,0.0008310083246681956,0.0008310083246681956,2.429221250239274
active-turbulence,Phenomenon,#ff7f00,0.0008264942456193348,0.0008264942456193348,2.4437831837727324
bcp-phase-separation,Method,#984ea3,0.0008150968529369079,0.0008150968529369079,2.429221250239274
x-ray-techniques,Method,#984ea3,0.0008150968529369079,0.0008150968529369079,2.429221250239274
quantum-coherent-effects,Phenomenon,#ff7f00,0.000814414311190007,0.000814414311190007,2.429221250239274
discrete-element-method-dem,Method,#984ea3,0.0007952265135783853,0.0007952265135783853,2.429221250239274
bayesian-mechanics,Theory,#a65628,0.0007817237407445252,0.0007817237407445252,2.4403258537666197
active-inference,Phenomenon,#ff7f00,0.0007817237407445252,0.0007817237407445252,2.4403258537666197
statistical-inference-computations,Phenomenon,#ff7f00,0.0007817237407445252,0.0007817237407445252,2.4403258537666197
energy-harvesting,Application,#e41a1c,0.0006847209801824379,,
theoretical-framework-application,Method,#984ea3,0.0006847209801824379,,
simulated-annealing,Method,#984ea3,0.0006847209801824379,,
smectic-lcs,Material,#377eb8,0.0006847209801824379,,
surface-functionalization,Method,#984ea3,0.0006847209801824379,,
magnetic-measurements,Method,#984ea3,0.0006847209801824379,,
biological-assays,Method,#984ea3,0.0006847209801824379,,
lab-on-a-chip--microfluidics-applications,Application,#e41a1c,0.0006847209801824379,,
miscellaneous-characterization,Method,#984ea3,0.0006847209801824379,,
image-video-analysis,Method,#984ea3,0.0006847209801824379,,
time-series-analysis,Method,#984ea3,0.0006847209801824379,,
chiral-nematic-lcs,Material,#377eb8,0.0006847209801824379,,
artificial-neural-networks,Method,#984ea3,0.0006847209801824379,,
neuroimaging,Method,#984ea3,0.0006847209801824379,,
lithography,Method,#984ea3,0.0006847209801824379,,
thin-film-deposition-pvd-cvd-etc,Method,#984ea3,0.0006847209801824379,,
mechanical-property-testing,Method,#984ea3,0.0006847209801824379,,
spectroscopic-techniques,Method,#984ea3,0.0006847209801824379,,
environmental-memory,Mechanism,#4daf4a,0.0006847209801824379,,
physical-intrinsic-learning-rules,Mechanism,#4daf4a,0.0006847209801824379,,
biological-plasticity-mechanisms,Mechanism,#4daf4a,0.0006847209801824379,,
synaptic-plasticity,Mechanism,#4daf4a,0.0006847209801824379,,
lce-metamaterial-composites,Material,#377eb8,0.0006847209801824379,,
materials-discovery--design,Application,#e41a1c,0.0006847209801824379,,
bayesian-inference-probabilistic-computation,Mechanism,#4daf4a,0.0006847209801824379,,
active-matter-theory,Theory,#a65628,0.0006847209801824379,,
artificial-chemistries,Material,#377eb8,0.0006847209801824379,,
active-matter-research--control,Application,#e41a1c,0.0006847209801824379,,
bioengineering--biomedical-devices,Application,#e41a1c,0.0006847209801824379,,
quantum-technologies,Application,#e41a1c,0.0006847209801824379,,
category-theory,Theory,#a65628,0.0006847209801824379,,
tissue-engineering,Application,#e41a1c,0.0006847209801824379,,
neural-interfaces,Application,#e41a1c,0.0006847209801824379,,
